case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
101005187223,2023-12-02 07:57:00,,2023-12-04 04:13:13,ONTIME,Closed,Case Closed. Closed date : 2023-12-04 09:13:13.467 Case Resolved Closed per Animal Control. I was unable to make contact with the dog owner. I left a notice regarding the complaint. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,60 Edgewood St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1204,60 Edgewood St,2119.0,42.31801955112675,-71.07917058397526,0101000020E6100000A73E7F2111C551C0FCC959DDB4284540,Constituent Call,Case Closed. Closed date : 2023-12-04 09:13:13.467 Case Resolved Closed per Animal Control. I was unable to make contact with the dog owner. I left a notice regarding the complaint. Munroe   Animal Generic Request
101005199528,2023-12-12 11:37:00,,2023-12-13 05:32:53,ONTIME,Closed,Case Closed. Closed date : 2023-12-13 10:32:53.107 Case Resolved AC&C states: Constituent call back and stated the owner picked up their dog. MS 107. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,460 Blue Hill Ave  Dorchester  MA  02121,7,03,4,B2,Dorchester,13,14,1401,460 Blue Hill Ave,2121.0,42.3091795880117,-71.0811743027368,0101000020E6100000EEE1B3F531C551C0EE8C5D3293274540,Constituent Call,Case Closed. Closed date : 2023-12-13 10:32:53.107 Case Resolved AC&C states: Constituent call back and stated the owner picked up their dog. MS 107.  Animal Generic Request
101004972880,2023-08-07 09:13:00,,2023-08-07 11:27:56,ONTIME,Closed,Case Closed. Closed date : 2023-08-07 15:27:56.817 Case Resolved Upon arrival  the constituent admitted that the dog was her own  and I advised her how to properly rehome it. MS107.  ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,160 Wilmington Ave  Dorchester  MA  02124,8,07,3,B3,Dorchester,7,Ward 17,1704,160 Wilmington Ave,2124.0,42.28045954570635,-71.0722806521891,0101000020E61000004952073FA0C451C074543019E6234540,Constituent Call,Case Closed. Closed date : 2023-08-07 15:27:56.817 Case Resolved Upon arrival  the constituent admitted that the dog was her own  and I advised her how to properly rehome it. MS107.   Animal Found
101004918656,2023-07-10 17:56:00,,2023-07-11 06:51:32,ONTIME,Closed,Case Closed. Closed date : 2023-07-11 10:51:32.4 Case Resolved closed; owner found dog  RB ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,222 Woodrow Ave  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1412,222 Woodrow Ave,2124.0,42.28569956866765,-71.08909067809311,0101000020E6100000753263A9B3C551C056F4AFCD91244540,Constituent Call,Case Closed. Closed date : 2023-07-11 10:51:32.4 Case Resolved closed; owner found dog  RB  Animal Lost
101004917106,2023-07-10 03:41:00,,2023-07-10 10:41:52,ONTIME,Closed,Case Closed. Closed date : 2023-07-10 14:41:52.69 Per Animal Control: The deceased dog was picked up and transported to the shelter. BSG111  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,201 Geneva Ave  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,14,1404,201 Geneva Ave,2121.0,42.30485537653978,-71.07532263979544,0101000020E610000078A40C16D2C451C0C31F408005274540,Constituent Call,Case Closed. Closed date : 2023-07-10 14:41:52.69 Per Animal Control: The deceased dog was picked up and transported to the shelter. BSG111   Animal Generic Request
101004622255,2023-01-06 10:55:00,,2023-01-06 12:00:15,ONTIME,Closed,Case Closed. Closed date : 2023-01-06 17:00:15.403 Case Resolved AC&C states: Responded to address the dog was inside and appeared to be in good  healthy. Warned dog owner of the complaint. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,2014 Columbus Ave  Roxbury  MA  02119,9,10B,7,E13,Roxbury,11,Ward 11,1105,2014 Columbus Ave,2119.0,42.31497957541505,-71.09663062990245,0101000020E610000044CE3C322FC651C066A82F4051284540,Constituent Call,Case Closed. Closed date : 2023-01-06 17:00:15.403 Case Resolved AC&C states: Responded to address the dog was inside and appeared to be in good  healthy. Warned dog owner of the complaint. Munroe   Animal Generic Request
101004622350,2023-01-06 12:47:00,,2023-01-06 14:45:57,ONTIME,Closed,Case Closed. Closed date : 2023-01-06 19:45:57.13 Case Resolved AC&C states: Picked up the dog and transporting to the shelter. MS 107.  ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,101 Maxwell St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1710,101 Maxwell St,2124.0,42.281809557483975,-71.08079066837388,0101000020E6100000389F9FAC2BC551C0058CE85512244540,Constituent Call,Case Closed. Closed date : 2023-01-06 19:45:57.13 Case Resolved AC&C states: Picked up the dog and transporting to the shelter. MS 107.   Animal Found
101004622903,2023-01-07 08:02:00,,2023-01-07 09:56:17,ONTIME,Closed,Case Closed. Closed date : 2023-01-07 14:56:17.843 Case Noted AC&C states: After arrival dogs were gone on arrival. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,70 Worcester St  Roxbury  MA  02118,4,1C,7,D4,Roxbury,6,09,0902,70 Worcester St,2118.0,42.33885790698641,-71.0777500621317,0101000020E6100000878765DBF9C451C0B33F26B25F2B4540,Constituent Call,Case Closed. Closed date : 2023-01-07 14:56:17.843 Case Noted AC&C states: After arrival dogs were gone on arrival. Munroe   Animal Generic Request
101004623447,2023-01-08 05:48:00,,2023-01-08 07:47:18,ONTIME,Closed,Case Closed. Closed date : 2023-01-08 12:47:18.073 Case Resolved AC&C states: 1/8/23- Met with caller. Dog was returned to owner  just moved. Reminded to license dog and update address of microchip (Jones) ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,10 Houghton St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,10 Houghton St,2122.0,42.295849517302926,-71.05277057384119,0101000020E6100000B335D49760C351C03EADA065DE254540,Constituent Call,Case Closed. Closed date : 2023-01-08 12:47:18.073 Case Resolved AC&C states: 1/8/23- Met with caller. Dog was returned to owner  just moved. Reminded to license dog and update address of microchip (Jones)  Animal Found
101004623743,2023-01-08 11:31:00,,2023-01-08 16:47:13,ONTIME,Closed,Case Closed. Closed date : 2023-01-08 21:47:13.61 Duplicate of Existing Case AC&C states: Duplicate call dog was picked up and taken shelter . IM/103  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,5125 Washington St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,20,2003,5125 Washington St,2132.0,42.2634296663039,-71.15613087955839,0101000020E610000056665F0CFEC951C025C93410B8214540,Constituent Call,Case Closed. Closed date : 2023-01-08 21:47:13.61 Duplicate of Existing Case AC&C states: Duplicate call dog was picked up and taken shelter . IM/103   Animal Generic Request
